IMDB_ID,DVD,Ext,Fmt,Resolution,FPS,Size,Time,Sub,Jellyfin,Sized,Modified,Title,Original_Title,Watched,Rating,Certification,Filename,FullPath
10343028,1,.m4v,H264,356p,23.98,2.78,01:54,Bitmap,TRANSCODE,NO,2023-03-14 20:04,Armageddon Time (2022),Armageddon Time,2023-05-08,7.5,R,Armageddon Time (2022).m4v,/media/daveg/Lib/Movies/Armageddon Time (2022).m4v
47522,0,.m4v,H264,334p,23.98,2.78,02:34,Text,DIRECT,YES,2026-09-09 05:44,"Star Is Born, A (1954)",A Star Is Born,2024-01-24,7.5,Passed::(National Board of Review),A Star is Born (1954).m4v,/media/daveg/Lib/Movies/A Star is Born (1954).m4v
7616148,1,.m4v,H264,362p,23.98,2.78,01:49,Bitmap,TRANSCODE,NO,2020-11-05 20:31,Luce (2019),Luce,2020-11-23,8.5,R,Luce (2019).m4v,/media/daveg/Lib/Movies/Luce (2019).m4v
6063090,1,.m4v,H264,480p,23.98,2.78,01:59,Text,DIRECT,NO,2020-09-28 09:43,Light of My Life (2019),Light of My Life,2020-07-06,8.5,R,Light of My Life (2019).m4v,/media/daveg/Lib/Movies/Light of My Life (2019).m4v
1413495,1,.m4v,H264,360p,23.98,2.78,01:46,Text,DIRECT,NO,2020-10-04 21:39,Paranoia (2013),Paranoia,2015-02-07,8.0,PG-13,Paranoia (2013).m4v,/media/daveg/Lib/Movies/Paranoia (2013).m4v
120815,1,.m4v,H264,480p,23.98,2.78,02:49,SRT,DIRECT,YES,2026-09-09 12:08,Saving Private Ryan (1998),Saving Private Ryan,2019-06-08,10.0,TV-MA::(TV rating),Saving Private Ryan (1998).m4v,/media/daveg/Lib/Movies/Saving Private Ryan (1998).m4v
2140379,1,.m4v,H264,364p,23.98,2.78,01:57,Bitmap,TRANSCODE,NO,2020-10-07 22:35,Self/less (2015),Self/less,2016-04-14,8.0,PG-13,Self-less (2015).m4v,/media/daveg/Lib/Movies/Self-less (2015).m4v
2883512,1,.m4v,H264,356p,23.98,2.77,01:54,Bitmap,TRANSCODE,NO,2020-09-07 16:25,Chef (2014),Chef,,7.5,R,Chef (2014).m4v,/media/daveg/Lib/Movies/Chef (2014).m4v
6763252,1,.m4v,H264,356p,23.98,2.77,01:58,Bitmap,TRANSCODE,NO,2020-09-07 06:25,"Captain, The (2017)",The Captain,2019-02-24,7.5,NR,The Captain (2017).m4v,/media/daveg/Lib/Movies/The Captain (2017).m4v
2387559,1,.m4v,H264,356p,23.98,2.77,01:45,Text,DIRECT,NO,2020-09-12 06:28,Delivery Man (2013),Delivery Man,,8.0,PG-13,Delivery Man (2013).m4v,/media/daveg/Lib/Movies/Delivery Man (2013).m4v
4505830,1,.m4v,H264,480p,23.98,2.77,01:26,Bitmap,TRANSCODE,NO,2020-09-23 20:40,Jesse Stone: Lost in Paradise (2015),Jesse Stone: Lost in Paradise,2016-02-27,8.5,TV-14,Jesse Stone- Lost in Paradise (2015).m4v,/media/daveg/Lib/Movies/Jesse Stone- Lost in Paradise (2015).m4v
5023260,1,.m4v,H264,356p,23.98,2.77,01:48,Bitmap,TRANSCODE,NO,2020-09-27 17:03,"Last Word, The (2017)",The Last Word,2017-12-25,8.0,R,The Last Word (2017).m4v,/media/daveg/Lib/Movies/The Last Word (2017).m4v
3397884,1,.m4v,H264,360p,23.98,2.77,02:01,Bitmap,TRANSCODE,NO,2020-10-08 11:52,Sicario (2015),Sicario,2016-04-10,8.0,R,Sicario (2015).m4v,/media/daveg/Lib/Movies/Sicario (2015).m4v
107290,1,.m4v,H264,404p,29.97,2.76,02:07,None,-,NO,2020-09-24 18:27,Jurassic Park (1993),Jurassic Park,,10.0,PG-13,Jurassic Park (1993).m4v,/media/daveg/Lib/Movies/Jurassic Park (1993).m4v
1535438,1,.m4v,H264,360p,23.98,2.76,01:40,Bitmap,TRANSCODE,NO,2020-09-20 22:33,Hope Springs (2012),Hope Springs,,8.0,PG-13,Hope Springs (2012).m4v,/media/daveg/Lib/Movies/Hope Springs (2012).m4v
371746,1,.m4v,H264,404p,29.97,2.75,02:06,None,-,NO,2020-09-22 21:22,Iron Man (2008),Iron Man,,8.0,TV-14::(LSV),Iron Man (2008).m4v,/media/daveg/Lib/Movies/Iron Man (2008).m4v
333766,1,.m4v,H264,364p,23.98,2.74,01:42,Text,DIRECT,NO,2021-02-19 17:28,Garden State (2004),Garden State,2021-02-21,8.5,TV-14::(DLS),Garden State (2004).m4v,/media/daveg/Lib/Movies/Garden State (2004).m4v
3783958,1,.m4v,H264,404p,29.97,2.74,02:08,None,-,NO,2020-09-25 05:12,"La Land, La (2016)",La La Land,2017-04-30,8.5,PG-13,La La Land (2016).m4v,/media/daveg/Lib/Movies/La La Land (2016).m4v
40897,1,.m4v,H264,480p,29.97,2.74,02:06,None,-,NO,2020-10-13 07:27,"Treasure of the Sierra Madre, The (1948)",The Treasure of the Sierra Madre,,8.0,Passed::(National Board of Review),The Treasure of the Sierra Madre (1948).m4v,/media/daveg/Lib/Movies/The Treasure of the Sierra Madre (1948).m4v
2084970,1,.m4v,H264,362p,23.98,2.74,01:54,Bitmap,TRANSCODE,NO,2020-09-21 19:37,"Imitation Game, The (2014)",The Imitation Game,2015-04-03,10.0,PG-13,The Imitation Game (2014).m4v,/media/daveg/Lib/Movies/The Imitation Game (2014).m4v
2582496,1,.m4v,H264,360p,23.98,2.74,01:45,Text,DIRECT,NO,2020-09-30 14:39,Me and Earl and the Dying Girl (2015),Me and Earl and the Dying Girl,2015-11-20,8.0,PG-13,Me and Earl and the Dying Girl (2015).m4v,/media/daveg/Lib/Movies/Me and Earl and the Dying Girl (2015).m4v
1111422,4,.m4v,H264,354p,23.98,2.73,01:46,Text,DIRECT,NO,2020-10-12 05:13,"Taking of Pelham 123, The (2009)",The Taking of Pelham 123,,6.4,R,The Taking of Pelham 1 2 3 (2009).m4v,/media/daveg/Lib/Movies/The Taking of Pelham 1 2 3 (2009).m4v
245429,1,.m4v,H264,404p,29.97,2.73,02:05,None,-,NO,2020-10-09 09:43,Spirited Away (2001),Spirited Away,,10.0,"TV-PG::(V, Cartoon Network)",Spirited Away (2001).m4v,/media/daveg/Lib/Movies/Spirited Away (2001).m4v
2058107,1,.m4v,H264,354p,23.98,2.73,01:56,Bitmap,TRANSCODE,NO,2020-10-06 04:27,"Railway Man, The (2013)",The Railway Man,,8.0,R,The Railway Man (2013).m4v,/media/daveg/Lib/Movies/The Railway Man (2013).m4v
1226240,1,.m4v,H264,360p,23.98,2.73,01:45,Text,DIRECT,NO,2020-09-27 17:57,"Late Quartet, A (2012)",A Late Quartet,,8.0,R,A Late Quartet (2012).m4v,/media/daveg/Lib/Movies/A Late Quartet (2012).m4v
4481414,1,.m4v,H264,360p,23.98,2.73,01:41,Text,DIRECT,NO,2020-09-18 15:27,Gifted (2017),Gifted,2017-11-05,8.0,PG-13,Gifted (2017).m4v,/media/daveg/Lib/Movies/Gifted (2017).m4v
3741834,1,.m4v,H264,356p,23.98,2.72,01:58,Bitmap,TRANSCODE,NO,2020-09-28 05:48,Lion (2016),Lion,2017-04-30,8.5,TV-PG::(TV rating),Lion (2016).m4v,/media/daveg/Lib/Movies/Lion (2016).m4v
1893256,1,.m4v,H264,360p,120,2.72,01:40,Text,DIRECT,NO,2020-10-06 11:31,Redemption (2013),Redemption,2015-02-16,8.0,TV-MA::(TV rating),Redemption (2013).m4v,/media/daveg/Lib/Movies/Redemption (2013).m4v
2582802,1,.m4v,H264,360p,23.98,2.72,01:46,Bitmap,TRANSCODE,NO,2020-10-14 20:56,Whiplash (2014),Whiplash,2019-09-03,9.5,TV-14::(DLV),Whiplash (2014).m4v,/media/daveg/Lib/Movies/Whiplash (2014).m4v
1228705,1,.m4v,H264,404p,29.97,2.72,02:04,None,-,NO,2020-09-23 04:39,Iron Man 2 (2010),Iron Man 2,,8.0,TV-14::(LSV),Iron Man 2 (2010).m4v,/media/daveg/Lib/Movies/Iron Man 2 (2010).m4v
3741632,1,.m4v,H264,360p,23.98,2.71,01:52,Bitmap,TRANSCODE,NO,2020-09-28 07:19,"Leisure Seeker, The (2017)",The Leisure Seeker,2018-11-03,7.5,R,The Leisure Seeker (2017).m4v,/media/daveg/Lib/Movies/The Leisure Seeker (2017).m4v
2308260,1,.m4v,H264,362p,23.98,2.71,01:43,Text,DIRECT,NO,2020-10-03 11:10,"Night in Old Mexico, A (2013)",A Night in Old Mexico,2015-02-14,7.5,Not Rated,A Night in Old Mexico (2013).m4v,/media/daveg/Lib/Movies/A Night in Old Mexico (2013).m4v
2180411,1,.m4v,H264,404p,29.97,2.71,02:05,None,-,NO,2020-09-22 14:59,Into the Woods (2014),Into the Woods,2015-05-09,8.5,PG,Into the Woods (2014).m4v,/media/daveg/Lib/Movies/Into the Woods (2014).m4v
315733,1,.m4v,H264,404p,29.97,2.71,02:04,None,-,NO,2020-10-13 18:37,21 Grams (2003),21 Grams,,8.0,R,21 Grams (2003).m4v,/media/daveg/Lib/Movies/21 Grams (2003).m4v
2486678,1,.m4v,H264,356p,23.98,2.70,01:35,Bitmap,TRANSCODE,NO,2020-09-17 04:38,5 to 7 (2014),5 to 7,2015-12-01,8.0,TV-14,5 to 7 (2014).m4v,/media/daveg/Lib/Movies/5 to 7 (2014).m4v
1798684,1,.m4v,H264,404p,29.97,2.70,02:04,None,-,NO,2020-10-09 02:48,Southpaw (2015),Southpaw,2016-01-03,7.5,R,Southpaw (2015).m4v,/media/daveg/Lib/Movies/Southpaw (2015).m4v
5027774,1,.m4v,H264,360p,23.98,2.69,01:55,Text,DIRECT,NO,2020-10-03 05:03,"Three Billboards Outside Ebbing, Missouri (2017)","Three Billboards Outside Ebbing, Missouri",2025-09-26,8.5,R,"Three Billboards Outside Ebbing, Missouri (2017).m4v","/media/daveg/Lib/Movies/Three Billboards Outside Ebbing, Missouri (2017).m4v"
280105,1,.m4v,H264,480p,23.98,2.69,00:40,Text,DIRECT,NO,2020-10-08 05:35,Shackleton's Antarctic Adventure (2001),Shackleton's Antarctic Adventure,,10.0,NR,Shackleton's Antarctic Adventure (2001).m4v,/media/daveg/Lib/Movies/Shackleton's Antarctic Adventure (2001).m4v
5175450,1,.m4v,H264,432p,23.98,2.69,01:43,Bitmap,TRANSCODE,NO,2020-09-30 07:56,Mark Felt: The Man Who Brought Down the White House (2017),Mark Felt: The Man Who Brought Down the White House,2018-11-08,8.0,PG-13,Mark Felt- The Man Who Brought Down the White House (2017).m4v,/media/daveg/Lib/Movies/Mark Felt- The Man Who Brought Down the White House (2017).m4v
1726592,1,.m4v,H264,368p,23.98,2.69,01:32,Text,DIRECT,NO,2020-09-01 14:30,Before I Go to Sleep (2014),Before I Go to Sleep,2015-08-02,8.5,R,Before I Go to Sleep (2014).m4v,/media/daveg/Lib/Movies/Before I Go to Sleep (2014).m4v
1135503,1,.m4v,H264,404p,29.97,2.69,02:03,None,-,NO,2020-09-24 08:56,Julie & Julia (2009),Julie & Julia,,10.0,PG-13,Julie & Julia (2009).m4v,/media/daveg/Lib/Movies/Julie & Julia (2009).m4v
5247022,1,.m4v,H264,468p,23.98,2.68,01:58,Bitmap,TRANSCODE,NO,2020-10-05 05:12,Paterson (2016),Paterson,2017-04-23,7.5,R,Paterson (2016).m4v,/media/daveg/Lib/Movies/Paterson (2016).m4v
4459156,1,.m4v,H264,360p,23.98,2.67,01:55,Bitmap,TRANSCODE,NO,2021-08-30 11:35,55 Steps (2017),55 Steps,2021-08-30,8.0,PG-13,55 Steps (2017).m4v,/media/daveg/Lib/Movies/55 Steps (2017).m4v
18773,1,.m4v,H264,470p,29.97,2.67,01:12,None,-,NO,2021-10-25 18:35,"Circus, The (1928)",The Circus,,8.1,Passed::(National Board of Review),The Circus (1928).m4v,/media/daveg/Lib/Movies/The Circus (1928).m4v
11827628,0,.m4v,H264,356p,23.98,2.67,01:54,Bitmap,TRANSCODE,NO,2022-11-26 11:05,Memory (2022),Memory,2024-01-23,7.0,R,Memory (2022).m4v,/media/daveg/Lib/Movies/Memory (2022).m4v
54215,1,.m4v,H264,348p,23.98,2.67,01:49,Bitmap,TRANSCODE,NO,2020-10-05 18:28,Psycho (1960),Psycho,,10.0,TV-14::(TV rating),Psycho (1960).m4v,/media/daveg/Lib/Movies/Psycho (1960).m4v
490204,1,.m4v,H264,354p,23.98,2.67,02:04,Text,DIRECT,NO,2020-10-06 12:43,Reign Over Me (2007),Reign Over Me,,8.0,TV-PG,Reign Over Me (2007).m4v,/media/daveg/Lib/Movies/Reign Over Me (2007).m4v
478087,1,.m4v,H264,404p,29.97,2.66,02:03,None,-,NO,2020-10-13 20:21,21 (2008),21,,9.0,PG-13,21 (2008).m4v,/media/daveg/Lib/Movies/21 (2008).m4v
5688068,1,.m4v,H264,356p,23.98,2.66,01:44,Bitmap,TRANSCODE,NO,2022-01-25 06:07,Above Suspicion (2019),Above Suspicion,,5.7,R,Above Suspicion (2019).m4v,/media/daveg/Lib/Movies/Above Suspicion (2019).m4v
4425200,1,.m4v,H264,404p,29.97,2.66,02:02,None,-,NO,2020-10-03 10:38,John Wick: Chapter 2 (2017),John Wick: Chapter 2,2017-09-03,8.0,TV-14::(Syfy rating),John Wick- Chapter 2 (2017).m4v,/media/daveg/Lib/Movies/John Wick- Chapter 2 (2017).m4v
5932728,1,.m4v,H264,356p,23.98,2.66,02:04,Text,DIRECT,NO,2020-10-05 16:54,"Professor and the Madman, The (2019)",The Professor and the Madman,2020-02-15,8.5,Not Rated,The Professor and the Madman (2019).m4v,/media/daveg/Lib/Movies/The Professor and the Madman (2019).m4v
1772288,1,.m4v,H264,356p,23.98,2.66,01:46,Bitmap,TRANSCODE,NO,2020-09-11 15:19,Danny Collins (2015),Danny Collins,2015-11-28,8.0,R,Danny Collins (2015).m4v,/media/daveg/Lib/Movies/Danny Collins (2015).m4v
1951265,1,.m4v,H264,404p,29.97,2.65,02:03,None,-,NO,2020-09-21 12:36,"Hunger Games: Mockingjay - Part 1, The (2014)",The Hunger Games: Mockingjay - Part 1,2020-01-02,8.5,PG-13,The Hunger Games- Mockingjay - Part 1 (2014).m4v,/media/daveg/Lib/Movies/The Hunger Games- Mockingjay - Part 1 (2014).m4v
1615160,1,.m4v,H264,356p,23.98,2.64,01:53,Bitmap,TRANSCODE,NO,2020-09-17 09:00,"Foreigner, The (2017)",The Foreigner,2018-04-10,8.0,R,The Foreigner (2017).m4v,/media/daveg/Lib/Movies/The Foreigner (2017).m4v
139654,1,.m4v,H264,404p,29.97,2.64,02:02,None,-,NO,2020-10-13 06:36,Training Day (2001),Training Day,,8.0,TV-MA::(DLV),Training Day (2001).m4v,/media/daveg/Lib/Movies/Training Day (2001).m4v
1322269,1,.m4v,H264,354p,23.98,2.64,02:01,Bitmap,TRANSCODE,NO,2020-08-31 08:07,August: Osage County (2013),August: Osage County,2014-11-14,8.0,R,August- Osage County (2013).m4v,/media/daveg/Lib/Movies/August- Osage County (2013).m4v
6203570,1,.m4v,H264,388p,29.97,2.64,01:14,Bitmap,TRANSCODE,NO,2020-10-05 16:31,Mountain (2017),Mountain,2020-10-12,8.0,PG,Mountain (2017).m4v,/media/daveg/Lib/Movies/Mountain (2017).m4v
2350496,1,.m4v,H264,360p,23.98,2.63,01:44,Bitmap,TRANSCODE,NO,2020-09-29 09:12,"Lunchbox, The (2013)",The Lunchbox,2015-07-10,8.0,PG,The Lunchbox (2013).m4v,/media/daveg/Lib/Movies/The Lunchbox (2013).m4v
4602066,1,.m4v,H264,460p,23.98,2.63,01:34,Text,DIRECT,NO,2020-09-07 10:35,"Catcher Was a Spy, The (2018)",The Catcher Was a Spy,2019-06-05,7.5,R,The Catcher Was a Spy (2018).m4v,/media/daveg/Lib/Movies/The Catcher Was a Spy (2018).m4v
3247714,1,.m4v,H264,358p,23.98,2.63,01:36,Bitmap,TRANSCODE,NO,2020-10-11 19:52,Survivor (2015),Survivor,2015-12-22,8.5,PG-13,Survivor (2015).m4v,/media/daveg/Lib/Movies/Survivor (2015).m4v
3410834,1,.m4v,H264,404p,29.97,2.63,02:00,None,-,NO,2020-09-20 04:30,Allegiant (2016),Allegiant,2016-10-09,5.8,PG-13,Allegiant (2016).m4v,/media/daveg/Lib/Movies/Allegiant (2016).m4v
1707386,1,.m4v,H264,478p,29.97,2.63,02:38,SRT,DIRECT,YES,2026-09-09 06:00,"Misérables, Les (2012)",Les Misérables,,8.0,PG-13,Les Miserables (2012).m4v,/media/daveg/Lib/Movies/Les Miserables (2012).m4v
5462602,1,.m4v,H264,404p,29.97,2.63,02:00,None,-,NO,2020-09-20 04:32,"Big Sick, The (2017)",The Big Sick,2018-01-17,8.0,R,The Big Sick (2017).m4v,/media/daveg/Lib/Movies/The Big Sick (2017).m4v
2378507,1,.m4v,H264,404p,29.97,2.63,02:07,None,-,YES,2020-09-18 18:48,"Glass Castle, The (2017)",The Glass Castle,2018-03-31,8.5,PG-13,The Glass Castle (2017).m4v,/media/daveg/Lib/Movies/The Glass Castle (2017).m4v
1291566,1,.m4v,H264,404p,29.97,2.62,01:59,None,-,NO,2020-10-23 16:05,"Vanishing of Sidney Hall, The (2017)",The Vanishing of Sidney Hall,2018-09-16,9.0,R,The Vanishing of Sidney Hall (2017).m4v,/media/daveg/Lib/Movies/The Vanishing of Sidney Hall (2017).m4v
10304142,1,.m4v,H264,356p,23.98,2.62,02:14,Text,DIRECT,YES,2023-02-13 21:20,Amsterdam (2022),Amsterdam,2023-05-08,7.0,R,Amsterdam (2022).m4v,/media/daveg/Lib/Movies/Amsterdam (2022).m4v
14114802,1,.m4v,H264,426p,23.98,2.61,01:45,Bitmap,TRANSCODE,NO,2022-07-08 12:05,"Outfit, The (2022)",The Outfit,,7.1,R,The Outfit (2022).m4v,/media/daveg/Lib/Movies/The Outfit (2022).m4v
6491178,1,.m4v,H264,360p,23.98,2.61,02:38,Bitmap,TRANSCODE,YES,2020-09-13 05:41,Dragged Across Concrete (2018),Dragged Across Concrete,2020-03-29,7.5,R,Dragged Across Concrete (2018).m4v,/media/daveg/Lib/Movies/Dragged Across Concrete (2018).m4v
2042568,1,.m4v,H264,472p,23.98,2.61,01:44,Bitmap,TRANSCODE,NO,2020-09-22 08:51,Inside Llewyn Davis (2013),Inside Llewyn Davis,,10.0,R,Inside Llewyn Davis (2013).m4v,/media/daveg/Lib/Movies/Inside Llewyn Davis (2013).m4v
3263904,1,.m4v,H264,364p,23.98,2.60,01:36,Bitmap,TRANSCODE,NO,2020-09-23 05:41,Sully (2016),Sully,2019-09-23,8.0,PG-13,Sully (2016).m4v,/media/daveg/Lib/Movies/Sully (2016).m4v
2404425,1,.m4v,H264,358p,23.98,2.60,01:49,Bitmap,TRANSCODE,NO,2020-10-15 08:54,Woman in Gold (2015),Woman in Gold,2015-07-30,8.0,PG-13,Woman in Gold (2015).m4v,/media/daveg/Lib/Movies/Woman in Gold (2015).m4v
70511,1,.m4v,H264,364p,47.95,2.60,02:31,Text,DIRECT,YES,2026-09-08 17:45,Papillon (1973),Papillon,,10.0,TV-MA,Papillon (1973).m4v,/media/daveg/Lib/Movies/Papillon (1973).m4v
5052448,1,.m4v,H264,362p,23.98,2.60,01:44,Bitmap,TRANSCODE,NO,2020-09-18 12:23,Get Out (2017),Get Out,2017-08-20,8.0,R,Get Out (2017).m4v,/media/daveg/Lib/Movies/Get Out (2017).m4v
1625346,1,.m4v,H264,478p,23.98,2.60,01:34,Text,DIRECT,NO,2020-10-15 14:31,Young Adult (2011),Young Adult,,8.0,R,Young Adult (2011).m4v,/media/daveg/Lib/Movies/Young Adult (2011).m4v
4385888,1,.m4v,H264,404p,29.97,2.59,01:59,None,-,NO,2020-10-13 18:10,20th Century Women (2016),20th Century Women,,7.3,R,20th Century Women (2016).m4v,/media/daveg/Lib/Movies/20th Century Women (2016).m4v
2908446,1,.m4v,H264,404p,29.97,2.59,01:59,None,-,NO,2020-09-20 04:31,"Divergent Series: Insurgent, The (2015)",The Divergent Series: Insurgent,2015-12-19,8.5,PG-13,The Divergent Series- Insurgent (2015).m4v,/media/daveg/Lib/Movies/The Divergent Series- Insurgent (2015).m4v
2465146,1,.m4v,H264,360p,23.98,2.59,01:34,Text,DIRECT,NO,2020-08-30 06:20,And So It Goes (2014),And So It Goes,2015-10-01,7.5,PG-13,And So It Goes (2014).m4v,/media/daveg/Lib/Movies/And So It Goes (2014).m4v
5716464,1,.m4v,H264,308p,23.98,2.59,01:58,Bitmap,TRANSCODE,NO,2020-09-04 07:58,Breathe (2017),Breathe,2019-01-04,8.0,PG-13,Breathe (2017).m4v,/media/daveg/Lib/Movies/Breathe (2017).m4v
6225520,1,.m4v,H264,356p,23.98,2.59,01:44,Bitmap,TRANSCODE,NO,2020-10-09 13:38,"Man Who Invented Christmas, The (2017)",The Man Who Invented Christmas,2018-07-18,7.5,PG,The Man Who Invented Christmas (2017).m4v,/media/daveg/Lib/Movies/Christmas/The Man Who Invented Christmas (2017).m4v
360717,1,.m4v,H264,362p,23.98,2.59,03:07,SRT,DIRECT,YES,2026-09-09 20:39,King Kong (2005),King Kong,2017-04-17,7.0,PG-13,King Kong (2005).m4v,/media/daveg/Lib/Movies/King Kong (2005).m4v
4633690,1,.m4v,H264,404p,29.97,2.58,02:01,None,-,NO,2020-10-08 12:31,Shot Caller (2017),Shot Caller,2019-02-18,8.0,R,Shot Caller (2017).m4v,/media/daveg/Lib/Movies/Shot Caller (2017).m4v
1715336,1,.m4v,H264,404p,29.97,2.58,01:39,None,-,NO,2020-09-20 04:32,Anna (2013),Anna,2014-02-14,6.5,R,Anna (2019).m4v,/media/daveg/Lib/Movies/Anna (2019).m4v
7456310,1,.m4v,H264,404p,29.97,2.58,01:58,None,-,NO,2020-09-20 04:32,Anna (2019),Anna,2020-02-15,7.5,TV-14::(DLSV),Anna (2019).m4v,/media/daveg/Lib/Movies/Anna (2019).m4v
5308322,1,.m4v,H264,356p,23.98,2.58,01:36,Bitmap,TRANSCODE,NO,2020-12-31 15:27,Happy Death Day (2017),Happy Death Day,2021-01-02,8.5,TV-14::(DV),Happy Death Day (2017).m4v,/media/daveg/Lib/Movies/Happy Death Day (2017).m4v
3606756,1,.m4v,H264,404p,29.97,2.57,01:58,None,-,NO,2020-09-22 04:36,Incredibles 2 (2018),Incredibles 2,,7.6,TV-PG::(DL),Incredibles 2 (2018).m4v,/media/daveg/Lib/Movies/Incredibles 2 (2018).m4v
6398184,1,.m4v,H264,356p,23.98,2.56,02:02,Bitmap,TRANSCODE,NO,2020-09-13 05:40,Downton Abbey (2019),Downton Abbey,2020-03-29,7.5,PG,Downton Abbey (2019).m4v,/media/daveg/Lib/Movies/Downton Abbey (2019).m4v
3622592,1,.m4v,H264,360p,23.98,2.56,01:49,Text,DIRECT,NO,2020-10-04 20:30,Paper Towns (2015),Paper Towns,2020-01-20,9.0,TV-14,Paper Towns (2015).m4v,/media/daveg/Lib/Movies/Paper Towns (2015).m4v
2039393,1,.m4v,H264,360p,23.98,2.56,01:51,Text,DIRECT,NO,2020-09-18 11:34,"Gambler, The (2014)",The Gambler,2015-08-21,7.5,R,The Gambler (2014).m4v,/media/daveg/Lib/Movies/The Gambler (2014).m4v
3881784,1,.m4v,H264,404p,29.97,2.56,01:59,None,-,NO,2020-10-11 19:55,Stronger (2017),Stronger,2018-06-27,7.5,R,Stronger (2017).m4v,/media/daveg/Lib/Movies/Stronger (2017).m4v
2854926,1,.m4v,H264,360p,23.98,2.55,01:40,Bitmap,TRANSCODE,NO,2020-10-11 22:13,Tag (2018),Tag,2019-02-18,7.5,"TV-14::(DLV, TV Rating)",Tag (2018).m4v,/media/daveg/Lib/Movies/Tag (2018).m4v
2503944,1,.m4v,H264,354p,23.98,2.54,01:41,Bitmap,TRANSCODE,NO,2020-09-06 12:20,Burnt (2015),Burnt,2023-11-14,8.5,R,Burnt (2015).m4v,/media/daveg/Lib/Movies/Burnt (2015).m4v
1657517,1,.m4v,H264,360p,23.98,2.54,01:53,Bitmap,TRANSCODE,NO,2021-06-09 15:15,"Song of Names, The (2019)",The Song of Names,,6.4,PG-13,The Song of Names (2019).m4v,/media/daveg/Lib/Movies/The Song of Names (2019).m4v
6212478,1,.m4v,H264,404p,29.97,2.54,01:56,None,-,NO,2020-09-20 04:30,American Animals (2018),American Animals,2018-12-08,7.5,R,American Animals (2018).m4v,/media/daveg/Lib/Movies/American Animals (2018).m4v
1291570,1,.m4v,H264,360p,23.98,2.54,01:41,Text,DIRECT,NO,2020-10-08 19:33,Solace (2015),Solace,2017-08-20,7.5,R,Solace (2015).m4v,/media/daveg/Lib/Movies/Solace (2015).m4v
407304,1,.m4v,H264,404p,29.97,2.53,01:56,None,-,NO,2020-10-14 10:27,War of the Worlds (2005),War of the Worlds,,8.0,TV-14::(TV rating),War of the Worlds (2005).m4v,/media/daveg/Lib/Movies/War of the Worlds (2005).m4v
325805,1,.m4v,H264,404p,29.97,2.53,01:56,None,-,NO,2020-09-30 11:26,Matchstick Men (2003),Matchstick Men,,10.0,PG-13,Matchstick Men (2003).m4v,/media/daveg/Lib/Movies/Matchstick Men (2003).m4v
78748,1,.m4v,H264,404p,29.97,2.53,01:57,None,-,NO,2020-11-25 19:03,Alien (1979),Alien,2020-11-28,9.0,TV-14::(TV rating),Alien (1979).m4v,/media/daveg/Lib/Movies/Alien (1979).m4v
11252248,1,.m4v,H264,360p,23.98,2.53,01:41,Bitmap,TRANSCODE,NO,2022-07-18 14:37,Dog (2022),Dog,2022-07-19,8.0,PG-13,Dog (2022).m4v,/media/daveg/Lib/Movies/Dog (2022).m4v
68611,1,.m4v,H264,404p,29.97,2.53,01:56,None,-,NO,2020-09-18 04:18,Frenzy (1972),Frenzy,,10.0,R,Frenzy (1972).m4v,/media/daveg/Lib/Movies/Frenzy (1972).m4v
10272386,1,.m4v,H264,356p,23.98,2.53,01:37,Bitmap,TRANSCODE,NO,2021-06-13 06:54,"Father, The (2020)",The Father,2021-08-09,8.5,PG-13,The Father (2020).m4v,/media/daveg/Lib/Movies/The Father (2020).m4v
88763,1,.m4v,H264,404p,29.97,2.53,01:56,None,-,NO,2021-09-24 09:17,Back to the Future (1985),Back to the Future,2021-10-01,8.5,TV-PG::(DLV),Back to the Future (1985).m4v,/media/daveg/Lib/Movies/Back to the Future (1985).m4v
77416,1,.m4v,H264,362p,23.98,2.53,03:03,SRT,DIRECT,YES,2026-09-09 18:38,"Deer Hunter, The (1978)",The Deer Hunter,,10.0,R,The Deer Hunter (1978).m4v,/media/daveg/Lib/Movies/The Deer Hunter (1978).m4v
3416532,1,.m4v,H264,360p,23.98,2.53,01:48,Bitmap,TRANSCODE,NO,2020-10-02 04:48,"Monster Calls, A (2016)",A Monster Calls,2017-04-30,7.5,PG-13,A Monster Calls (2016).m4v,/media/daveg/Lib/Movies/A Monster Calls (2016).m4v
3132738,1,.m4v,H264,480p,23.98,2.52,01:16,Bitmap,TRANSCODE,NO,2020-09-21 05:56,Houdini (2014),Houdini,2015-06-03,7.5,TV-14,Houdini (2014).m4v,/media/daveg/Lib/Movies/Houdini (2014).m4v
11291274,4,.m4v,H264,356p,23.98,2.52,01:47,Bitmap,TRANSCODE,NO,2023-02-21 15:07,"Unbearable Weight of Massive Talent, The (2022)",The Unbearable Weight of Massive Talent,2024-01-23,8.0,R,The Unbearable Weight of Massive Talent (2022).m4v,/media/daveg/Lib/Movies/The Unbearable Weight of Massive Talent (2022).m4v
5610554,1,.m4v,H264,460p,23.98,2.51,01:35,Bitmap,TRANSCODE,NO,2020-10-13 11:57,Tully (2018),Tully,2018-12-11,7.5,R,Tully (2018).m4v,/media/daveg/Lib/Movies/Tully (2018).m4v
